budget,genres,movie_id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title_x,vote_average,vote_count,title_y,cast
270000000,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']",1452,en,Superman Returns,57.925623,2006-06-28,391081192,154.0,Released,,Superman Returns,5.4,1400,Superman Returns,"['Brandon Routh', 'Kevin Spacey', 'Kate Bosworth', 'James Marsden', 'Parker Posey', 'Frank Langella', 'Sam Huntington', 'Eva Marie Saint', 'Marlon Brando', 'Kal Penn', 'Tristan Lake Leabu', 'David Fabrizio', 'Ian Roberts', 'Vincent Stone', 'Jack Larson', 'Noel Neill', 'Keegan Joyce', 'Jordana Beatty']"
200000000,"['Adventure', 'Action', 'Thriller', 'Crime']",10764,en,Quantum of Solace,107.928811,2008-10-30,586090727,106.0,Released,"For love, for hate, for justice, for revenge.",Quantum of Solace,6.1,2965,Quantum of Solace,"['Daniel Craig', 'Olga Kurylenko', 'Mathieu Amalric', 'Judi Dench', 'Giancarlo Giannini', 'Gemma Arterton', 'Jeffrey Wright', 'David Harbour', 'Jesper Christensen', 'Anatole Taubman', 'Rory Kinnear', 'Tim Pigott-Smith', 'Joaquín Cosio', 'Glenn Foster', 'Paul Ritter', 'Stana Katic', 'Lucrezia Lante della Rovere', 'Neil Jackson', 'Oona Chaplin', 'Rachel McDowall', 'Gustavo Nanez', 'Mark Wakeling', 'Sarah Hadland', 'David Decio', 'Aaron King', 'Alexandra Prusa', 'Brandon Jovanovich', 'Alexandre Krawetz', 'Fernando Guillén Cuervo', 'Jesús Ochoa', 'Simon Kassianides', ""Brendan O'Hea""]"
200000000,"['Adventure', 'Fantasy', 'Action']",58,en,Pirates of the Caribbean: Dead Man's Chest,145.847379,2006-06-20,1065659812,151.0,Released,Jack is back!,Pirates of the Caribbean: Dead Man's Chest,7.0,5246,Pirates of the Caribbean: Dead Man's Chest,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Stellan Skarsgård', 'Bill Nighy', 'Jack Davenport', 'Kevin McNally', 'Jonathan Pryce', 'Lee Arenberg', 'Mackenzie Crook', 'Tom Hollander', 'Naomie Harris', 'David Bailie', 'Martin Klebba', 'David Schofield', 'Alex Norton', 'Geoffrey Rush', 'Dermot Keaney', 'Andy Beckwith', 'Clive Ashborn', 'Reggie Lee', 'Christopher Adamson', 'Jonathan Linsley', 'John Boswall', 'Max Baker', 'Steve Speirs', 'Lauren Maher', 'Vanessa Branch', 'Luke de Woolfson', 'Jonathan Kite', 'Ho-Kwan Tse', 'Peter Donald Badalamenti II', 'Christopher S. Capp']"
255000000,"['Action', 'Adventure', 'Western']",57201,en,The Lone Ranger,49.046956,2013-07-03,89289910,149.0,Released,Never Take Off the Mask,The Lone Ranger,5.9,2311,The Lone Ranger,"['Johnny Depp', 'Armie Hammer', 'William Fichtner', 'Helena Bonham Carter', 'James Badge Dale', 'Tom Wilkinson', 'Ruth Wilson', 'Barry Pepper', 'James Frain', 'Mason Cook', ""Matt O'Leary"", 'Leon Rippy', 'Harry Treadaway', 'Damon Herriman', 'W. Earl Brown', 'Gil Birmingham', 'Saginaw Grant', 'Stephen Brodie', 'Matthew Page', 'Nick W. Nicholson', 'Bryant Prince', 'JD Cullum', 'Joaquín Cosio', 'Timothy V. Murphy', 'Damon Carney', 'Kevin Wiggins', 'Chad Brummett', 'Robert Baker', 'Lew Temple', 'Stephen Root', 'Randy Oglesby', 'Brad Greenquist', 'Rance Howard', 'Leonard Earl Howze', 'Travis Hammer', 'Steve Corona', 'Jack Axelrod', 'Christopher Hagen', 'Freda Foh Shen', 'Margaret Bowman', 'Luz P. Mendez', 'Laina Loucks', 'Devon J. Adams', 'Desirae Anslover', 'Charlotte Cormier', 'Megan Pribyl', 'Briana Van Schuyver', 'Julie Stracener', 'Chad Randall', 'Jason E. Hill', 'Beth Bailey', 'Joanne Camp', 'Bob Rumnock', 'Tait Fletcher', 'Alex Knight', 'Argos MacCallum', 'Pokey Lafarge', 'Joey Glynn', 'Adam Hoskins', 'Ryan Koenig']"
225000000,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",49521,en,Man of Steel,99.398009,2013-06-12,662845518,143.0,Released,You will believe that a man can fly.,Man of Steel,6.5,6359,Man of Steel,"['Henry Cavill', 'Amy Adams', 'Michael Shannon', 'Kevin Costner', 'Diane Lane', 'Russell Crowe', 'Laurence Fishburne', 'Antje Traue', 'Christopher Meloni', 'Jadin Gould', 'Tahmoh Penikett', 'Ayelet Zurer', 'Richard Schiff', 'Dylan Sprayberry', 'Michael Kelly', 'Carla Gugino', 'Richard Cetrone', 'Mackenzie Gray', 'Julian Richings', 'Mary Black', 'Samantha Jo', 'Rebecca Buller', 'Christina Wren', 'David Lewis', 'Doug Abrahams', 'Brad Kelly', 'Alessandro Juliani', 'Jack Foley', 'Robert Gerdisch', 'Harry Lennix', 'Jacqueline Scislowski', 'Sean Campbell', 'Raj Lal']"
225000000,"['Adventure', 'Family', 'Fantasy']",2454,en,The Chronicles of Narnia: Prince Caspian,53.978602,2008-05-15,419651413,150.0,Released,Hope has a new face.,The Chronicles of Narnia: Prince Caspian,6.3,1630,The Chronicles of Narnia: Prince Caspian,"['Ben Barnes', 'William Moseley', 'Anna Popplewell', 'Skandar Keynes', 'Georgie Henley', 'Sergio Castellitto', 'Alicia Borrachero', 'Peter Dinklage', 'Warwick Davis', 'Vincent Grass', 'Pierfrancesco Favino', 'Damián Alcázar', 'Simón Andreu', 'Predrag Bjelac', 'Shane Rangi', 'Cornell John', 'Liam Neeson', 'Ken Stott', 'Tilda Swinton', 'Eddie Izzard', 'Klára Issová']"
220000000,"['Science Fiction', 'Action', 'Adventure']",24428,en,The Avengers,144.448633,2012-04-25,1519557910,143.0,Released,Some assembly required.,The Avengers,7.4,11776,The Avengers,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth', 'Scarlett Johansson', 'Jeremy Renner', 'Tom Hiddleston', 'Clark Gregg', 'Cobie Smulders', 'Stellan Skarsgård', 'Samuel L. Jackson', 'Gwyneth Paltrow', 'Paul Bettany', 'Jenny Agutter', 'Walter Perez', 'Powers Boothe', 'Stan Lee', 'Arthur Darbinyan', 'Donald Li', 'Ashley Johnson', 'Harry Dean Stanton', 'Alicia Sixtos', 'Dieter Riesle', 'Jamie McShane', 'Jeff Wolfe', 'Jerzy Skolimowski', 'Maximiliano Hernández', 'Alexis Denisof', 'James Eckhouse', 'Enver Gjokaj', 'Damion Poitier', 'Tina Benko', 'Kirill Nikiforov', ""M'laah Kaur Singh"", 'Rashmi Rustagi', 'Warren Kole', 'Jesse Garcia', 'Kenneth Tigar', 'Josh Cowdery', 'Katsumi Komatsu', 'Yumiko Komatsu', 'Momoko Komatsu', 'Robert Clohessy', 'Fernanda Toker', 'Andrea Vecchio', 'Robin Swoboda', 'Brent McGee', 'Michael Zhang', 'William-Christopher Stephens', 'Kelley Robins', 'Romy Rosemont', 'Pat Kiernan', 'Thomas Roberts', 'Jillian Morgese', 'Catherine Anderson', 'Ricardo Andres', 'Logan Bennett', 'Mayank Bhatter', 'Sharita Bone', 'Jason Botsford', 'Mary Kate Campbell', 'Gene N. Chavez', 'Layla Cushman', 'Robert Dean', 'Rick Dremann', 'Jeffrey Feingold', 'Lou Ferrigno', 'Rod Fielder', 'Eric Frank', 'Israel Hall', 'Carmen Dee Harris', 'Alexander Christopher Jones', 'Mike Karban', 'Demoine Kinney', 'Andrew Knode', 'Annette Lawless', 'Kimberly J. Mahoney', 'Todd Manes', 'Jorge Mardel', 'Tiffany Sander McKenzie', 'Michael McMillan', 'Sean Meehan', 'Joti Nagra', 'Holly Neelie', 'Caleb Daniel Noal', ""Joseph O'Brien"", 'Jeremy Orr', 'Nate Paige', 'Martin Palmer', 'Maria Perossa', 'Caleb Pieplow', 'Alexander Daniel Pimentel', 'Frank Powers', 'Jaime Powers', 'Brent Reichert', 'Kelly Ruble', 'Gina Sarno', 'Robert B. Schneider IV', 'Jeff Seich', 'Christina Shaffer', 'Alonda Shevette', 'Douglas Slygh', 'Colin Strause', 'Robert P. Thitoff', 'George Thomas', 'Shane Thompson', 'Jerry Lee Tucker', 'Tai Urban', 'Chris Vaina', 'Sandra Weston', 'Seth Zielicke', 'Alex DeCourville', 'Debbie Scaletta', 'Andrea-Nichole Olivas', 'Tina Grimm']"
380000000,"['Adventure', 'Action', 'Fantasy']",1865,en,Pirates of the Caribbean: On Stranger Tides,135.413856,2011-05-14,1045713802,136.0,Released,Live Forever Or Die Trying.,Pirates of the Caribbean: On Stranger Tides,6.4,4948,Pirates of the Caribbean: On Stranger Tides,"['Johnny Depp', 'Penélope Cruz', 'Ian McShane', 'Kevin McNally', 'Geoffrey Rush', 'Sam Claflin', 'Astrid Bergès-Frisbey', 'Stephen Graham', 'Greg Ellis', ""Damian O'Hare"", 'Óscar Jaenada', 'Richard Griffiths', 'Keith Richards', 'Gemma Ward', 'Judi Dench', 'Ian Mercer', 'Robbie Kay', 'Christopher Fairbank', 'Yuki Matsuzaki', 'Steve Evets', 'Bronson Webb', 'Derek Mears', 'Deobia Oparei', 'Sebastian Armesto', 'Anton Lesser', 'Roger Allam', 'Paul Bazely', 'Richard Thomson', 'Danny Le Boyer', 'Alan J. Utley-Moore', 'Luke Roberts', 'Emilia Jones', 'Sanya Hughes', 'LeJon', 'Siegfried Peters']"
225000000,"['Action', 'Comedy', 'Science Fiction']",41154,en,Men in Black 3,52.035179,2012-05-23,624026776,106.0,Released,They are back... in time.,Men in Black 3,6.2,4160,Men in Black 3,"['Will Smith', 'Tommy Lee Jones', 'Josh Brolin', 'Michael Stuhlbarg', 'Emma Thompson', 'Jemaine Clement', 'Nicole Scherzinger', 'Alice Eve', 'Bill Hader', 'Michael Chernus', 'David Rasche', 'Keone Young', 'Cayen Martin', 'Mike Colter', 'Mela Hudson', 'Will Arnett', 'Kelvin Davis', 'Dan Bittner']"
250000000,"['Action', 'Adventure', 'Fantasy']",122917,en,The Hobbit: The Battle of the Five Armies,120.965743,2014-12-10,956019788,144.0,Released,Witness the defining chapter of the Middle-Earth saga,The Hobbit: The Battle of the Five Armies,7.1,4760,The Hobbit: The Battle of the Five Armies,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Ken Stott', 'Graham McTavish', 'William Kircher', 'James Nesbitt', 'Stephen Hunter', ""Dean O'Gorman"", 'Aidan Turner', 'John Callen', 'Peter Hambleton', 'Jed Brophy', 'Mark Hadlow', 'Adam Brown', 'Orlando Bloom', 'Evangeline Lilly', 'Lee Pace', 'Cate Blanchett', 'Hugo Weaving', 'Christopher Lee', 'Ian Holm', 'Mikael Persbrandt', 'Sylvester McCoy', 'Luke Evans', 'Stephen Fry', 'John Bell', 'Ryan Gage', 'Peggy Nesbitt', 'Mary Nesbitt', 'Manu Bennett', 'John Tui', 'Billy Connolly', 'Benedict Cumberbatch', 'Kelly Kilgour', 'Sarah Peirse', 'Nick Blake', 'Simon London', 'Conan Stevens', 'Allan Smith', 'Miranda Harcourt', 'Thomasin McKenzie']"
215000000,"['Action', 'Adventure', 'Fantasy']",1930,en,The Amazing Spider-Man,89.866276,2012-06-27,752215857,136.0,Released,The untold story begins.,The Amazing Spider-Man,6.5,6586,The Amazing Spider-Man,"['Andrew Garfield', 'Emma Stone', 'Rhys Ifans', 'Denis Leary', 'Campbell Scott', 'Irrfan Khan', 'Martin Sheen', 'Sally Field', 'Max Charles', 'Chris Zylka', 'Embeth Davidtz', 'Leif Gantvoort', 'Hannah Marks', 'Kelsey Asbille', 'C. Thomas Howell', 'Stan Lee', 'Michael Massee', 'Michael Papajohn', 'Kari Coleman', 'Charlie DePew', 'Skyler Gisondo', 'Jacob Rodier', 'Jake Keiffer', 'Kevin McCorkle', 'Barbara Eve Harris', 'Danielle Burgio', 'Michael Barra', 'Andy Pessoa', 'Andy Gladbach', 'Ring Hendricks-Tellefsen', 'Tom Waite', 'Keith Campbell', 'Steve DeCastro', 'James Chen', 'Alexander Bedria', 'John Burke', 'Jill Flint', 'Mark Daugherty', 'Milton González', 'Vincent Laresca', 'Damien Lemon', 'Ty Upshaw', 'Tia Texada', 'Jay Caputo', 'Terry Bozeman', 'Jennifer Lyons', 'Amber Stevens', 'Zoey Deutch', 'Jody Cosgrove-Kao', 'Max Bogner', 'Ethan Cohn', 'Miles Elliot', 'Miranda LaDawn Hill', 'Amanda MacDonald', 'Maury Morgan', 'Amy Novondo', 'Kristin Quick']"
200000000,"['Action', 'Adventure']",20662,en,Robin Hood,37.668301,2010-05-12,310669540,140.0,Released,"Rise and rise again, until lambs become lions.",Robin Hood,6.2,1398,Robin Hood,"['Russell Crowe', 'Cate Blanchett', 'Max von Sydow', 'William Hurt', 'Mark Strong', 'Oscar Isaac', 'Danny Huston', 'Eileen Atkins', 'Mark Addy', 'Matthew Macfadyen', 'Kevin Durand', 'Scott Grimes', 'Alan Doyle', 'Douglas Hodge', 'Léa Seydoux', 'Jonathan Zaccaï', 'Robert Pugh', 'Gerard McSorley', 'Velibor Topic', 'Ciaran Flynn', 'Simon McBurney', 'Mark Lewis Jones', 'Bronson Webb', 'Denis Ménochet', 'Ruby Bentall', 'Jessica Raine', 'John Nicholas', 'Roy Holder', 'Denise Gough', 'Luke Evans', 'Arthur Darvill', 'Giannina Facio', 'Ralph Ineson', 'Jake Curran']"
250000000,"['Adventure', 'Fantasy']",57158,en,The Hobbit: The Desolation of Smaug,94.370564,2013-12-11,958400000,161.0,Released,Beyond darkness... beyond desolation... lies the greatest danger of all.,The Hobbit: The Desolation of Smaug,7.6,4524,The Hobbit: The Desolation of Smaug,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Ken Stott', 'Graham McTavish', 'William Kircher', 'James Nesbitt', 'Stephen Hunter', ""Dean O'Gorman"", 'Aidan Turner', 'Benedict Cumberbatch', 'Lee Pace', 'Luke Evans', 'Evangeline Lilly', 'Orlando Bloom', 'Mikael Persbrandt', 'Manu Bennett', 'Stephen Fry', 'John Bell', 'Sylvester McCoy', 'Terry Notary', 'Peter Hambleton', 'Cate Blanchett', 'Stephen Colbert', 'Jed Brophy', 'Sarah Peirse', 'Mary Nesbitt', 'Peggy Nesbitt', 'Mark Hadlow', 'John Callen', 'Adam Brown', 'Ben Mitchell']"
180000000,"['Adventure', 'Fantasy']",2268,en,The Golden Compass,42.990906,2007-12-04,372234864,113.0,Released,There are worlds beyond our own - the compass will show the way.,The Golden Compass,5.8,1303,The Golden Compass,"['Dakota Blue Richards', 'Nicole Kidman', 'Daniel Craig', 'Sam Elliott', 'Eva Green', 'Freddie Highmore', 'Ian McKellen', 'Ben Walker', 'Ian McShane', 'Kristin Scott Thomas', 'Kathy Bates', 'Jim Carter', 'Tom Courtenay', 'Christopher Lee', 'Simon McBurney', 'Jack Shepherd', 'Magda Szubanski', 'Derek Jacobi', 'Clare Higgins', 'Charlie Rowe', 'Steven Loton', 'Michael Antoniou', 'Mark Mottram', 'Hattie Morahan', 'Jason Watkins', 'Sam Hoare', 'Brian Nickels', 'Thomas Arnold', 'Helen Soraya']"
207000000,"['Adventure', 'Drama', 'Action']",254,en,King Kong,61.22601,2005-12-14,550000000,187.0,Released,The eighth wonder of the world.,King Kong,6.6,2337,King Kong,"['Naomi Watts', 'Jack Black', 'Adrien Brody', 'Thomas Kretschmann', 'Colin Hanks', 'Andy Serkis', 'Evan Parke', 'Jamie Bell', 'Lobo Chan', 'John Sumner', 'Craig Hall', 'Kyle Chandler', 'William Johnson', 'David Pittu', 'Mark Hadlow', 'Geraldine Brophy', 'David Dennis', 'Pip Mushin', 'Jim Knobeloch', 'Ric Herbert', 'Lee Donahue', 'Tom Hobbs', 'Tiriel Mora', 'Jed Brophy', 'John Wraight', 'William Wallace', 'Frank Edwards', 'Crawford Thomson', 'Richard Kavanagh', 'Stephen Hall', 'Joe Folau', 'Chic Littlewood', 'Samuel Taylor']"
200000000,"['Drama', 'Romance', 'Thriller']",597,en,Titanic,100.025899,1997-11-18,1845034188,194.0,Released,Nothing on Earth could come between them.,Titanic,7.5,7562,Titanic,"['Kate Winslet', 'Leonardo DiCaprio', 'Frances Fisher', 'Billy Zane', 'Kathy Bates', 'Gloria Stuart', 'Bill Paxton', 'Bernard Hill', 'David Warner', 'Victor Garber', 'Jonathan Hyde', 'Suzy Amis', 'Lewis Abernathy', 'Nicholas Cascone', 'Danny Nucci', 'Jason Barry', 'Lew Palter', 'Eric Braeden', 'Bernard Fox', 'Ewan Stewart', 'Ioan Gruffudd', 'Jonny Phillips', 'Edward Fletcher', 'Scott G. Anderson', 'Martin East', 'Gregory Cooke', 'Alexandrea Owens', 'Seth Adkins', 'Michael Ensign', 'Anatoly M. Sagalevitch', 'Martin Hub', 'Mark Lindsay Chapman', 'Richard Graham', 'Paul Brightwell', 'Ron Donachie', 'Charlotte Chatton', 'Fannie Brett', 'Jenette Goldstein', 'Camilla Overbye Roos', 'Linda Kerns', 'Amy Gaipa', 'Martin Jarvis', 'Rosalind Ayres', 'Rochelle Rose', 'Jonathan Evans-Jones', 'Brian Walsh', 'Rocky Taylor', 'Craig Kelly', 'Liam Tuohy', 'Simon Crane', 'James Lancaster', 'Elsa Raven', 'Reece P. Thompson III', 'Laramie Landis', 'Mark Rafael Truitt', 'John Walcutt', 'Terry Forrestal', 'Derek Lea', 'Richard Ashton', 'Sean Nepita', 'Brendan Connolly', 'David Cronnelly', 'Garth Wilton', 'Richard Fox', 'Nick Meaney', 'Kevin Owers', 'Mark Capri', 'Marc Cass', 'Paul Herbert', 'Emmett James', 'Chris Byrne', 'Oliver Page', 'James Garrett', 'Erik Holland', 'Erik Holland', 'Jari Kinnunen', 'Anders Falk', 'Barry Dennen', 'Vern Urich', 'Rebecca Klingler', ""Tricia O'Neil"", 'Kathleen S. Dunn', 'Romeo Francis', 'Mandana Marino', 'Van Ling', 'Bjørn Olsen', 'Dan Pettersson', 'Shay Duffin', 'Greg Ellis', 'Diana Morgan', 'Kris Andersson', 'Bobbie Bates', 'Aaron James Cash', 'Anne Fletcher', 'Edmond Alan Forsyth', 'Andie Hicks', 'Scott Hislop', 'Stan Mazin', 'Lisa Ratzin', 'Julene Renee', 'Brian Baines', 'Ellie Bensinger', 'Alexandra Boyd', 'Mike Butters', 'James Cameron', 'Bruno Campolo', 'Chris Cragnotti', 'Kevyn Currie', 'Kevin De La Noy', 'Thomas Fiss', 'Griffin Howell', 'Sean Howse', 'Tony Kenny', 'Bret Aaron Knower', 'George Kosty III', 'George Kosty Jr.', 'Geoffrey C. Kosty', 'Gregory Charles Kosty', 'Sean Lawlor', 'John Leonhardt', 'Miguel A. Lomelin', 'Don Lynch', 'Johnny Martin', 'Ryan McClurkin', 'Meghan McLeod', ""Mike O'Neal"", 'Julian Oros', 'Phil Parlapiano', 'Judy Prestininzi', 'Steven Quale', 'Olivia Rosewood', 'John Slade', 'Stephen Wolfe Smith', 'R. Gern Trowbridge', 'Francisco Váldez', 'Lucie Zolcerova']"
250000000,"['Adventure', 'Action', 'Science Fiction']",271110,en,Captain America: Civil War,198.372395,2016-04-27,1153304495,147.0,Released,Divided We Fall,Captain America: Civil War,7.1,7241,Captain America: Civil War,"['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson', 'Sebastian Stan', 'Anthony Mackie', 'Don Cheadle', 'Jeremy Renner', 'Chadwick Boseman', 'Paul Bettany', 'Elizabeth Olsen', 'Paul Rudd', 'Emily VanCamp', 'Tom Holland', 'Frank Grillo', 'William Hurt', 'Daniel Brühl', 'John Slattery', 'Kerry Condon', 'Martin Freeman', 'Marisa Tomei', 'John Kani', 'Hope Davis', 'Gene Farber', 'Florence Kasumba', 'Alfre Woodard', 'Jim Rash', 'Stan Lee', 'Joe Russo', 'Damion Poitier', 'Michael A. Cook', 'Laughton Parchment', 'Jackson Spidell', 'Yi Long', 'Heidi Moneymaker', 'Aaron Toney', 'Cale Schultz', 'Ann Russo', 'Cornell John', 'Sven Hönig', 'Joshua Peck', 'Brent McGee', 'Be Satrazemis', 'Blair Jasin', 'Oli Bigalke', 'Rafael Banasik', 'David de Vries', 'John Curran', 'Katie Amess', 'Austin Sanders', 'Brett Gentile', 'Matthew Anderson', 'Andrew Botchwey', 'Chase Bradfield', 'Ernest Charles', 'Hendricks Coates', 'Ethan Condon', 'Shen Dynes', 'Nathaniel Ellis', 'Jariah Ferguson', 'Evan Ffrench', 'Justin Freeman', ""Ralphael Grand'Pierre"", 'Julian Grimes', 'Aaron Hayes', 'Austin Hooper', 'Amiri Jones', 'Myles Joseph', 'Stephen Lewis', 'Jacob Ludwick', ""D'Mahrei McRae"", 'Ashwin Mudaliar', 'Eli Ollinger', 'Parker Pape', 'Daniel Parada', 'Jonah Ruffin', 'Darryl Sampson', 'Cameron Sardone', 'Stanley Sellers', 'Miles Selles', 'Jacob Sung', 'Caden Wilkinson', 'Kim Scar', 'Jessica Walther-Gabory', 'Beniamino Brogi', 'Silvina Buchbauer', 'Henry Amadi', 'Ugochukwu Ani', 'Michael Anthony Rogers', 'Umar Khan', 'David Brown', 'Guy Fernandez', 'Sophia Russo', 'Amelia Morck', 'Julianna Guill', 'Surely Alvelo', 'Brian Schaeffer', 'Kevin LaRosa Jr.', 'Al Cerullo', 'Frédéric North', 'Ray Sahetapy']"
209000000,"['Thriller', 'Action', 'Adventure', 'Science Fiction']",44833,en,Battleship,64.928382,2012-04-11,303025485,131.0,Released,The Battle for Earth Begins at Sea,Battleship,5.5,2114,Battleship,"['Taylor Kitsch', 'Alexander Skarsgård', 'Rihanna', 'Brooklyn Decker', 'Tadanobu Asano', 'Liam Neeson', 'Gregory D. Gadson', 'Hamish Linklater', 'Jesse Plemons', 'John Tui', 'Jerry Ferrara', 'David Jensen', 'Peter Berg', 'Adam Godley', 'Rico McClinton', 'Joji Yoshida', 'Stephen Bishop', 'Austin Naulty', 'James Rawlings', 'Dustin J. Reno', 'Rick Hoffman', 'Gary Grubbs', 'Rami Malek', 'Peter MacNicol', 'Louis Lombardi', 'Jordan Kirkwood', 'Doug Penty', 'Carson Aune', 'Josh Pence', 'Lloyd Pitts', 'Michelle Arthur', 'Natalia Castellanos', 'Leni Ito', 'Jackie Johnson', 'Kerry Cahill', 'Norman Vincent McLafferty', 'Dante Jimenez', 'Daven Arce', 'Ralph Richardson', 'Biunca Love', 'Kyle Russell Clements', 'Yutaka Takeuchi', 'John A Weaver', 'Dane Justman', 'Drew Rausch', 'Bill Stinchcomb']"
150000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",135397,en,Jurassic World,418.708552,2015-06-09,1513528810,124.0,Released,The park is open.,Jurassic World,6.5,8662,Jurassic World,"['Chris Pratt', 'Bryce Dallas Howard', 'Irrfan Khan', ""Vincent D'Onofrio"", 'Nick Robinson', 'Ty Simpkins', 'Jake Johnson', 'Omar Sy', 'BD Wong', 'Judy Greer', 'Lauren Lapkus', 'Brian Tee', 'Katie McGrath', 'Andy Buckley', 'Eric Edelstein', 'Jimmy Fallon', 'James DuMont', 'Matt Burke', 'Anna Talakkottur', 'Colin Trevorrow', 'Courtney J. Clark', 'Kelly Washington', 'Matthew Cardarople', 'Chad Randall', 'Yvonne Angulo', 'Chloe Perrin', 'Erika Erica', 'Tiffany Forest']"
200000000,"['Action', 'Adventure', 'Thriller']",37724,en,Skyfall,93.004993,2012-10-25,1108561013,143.0,Released,Think on your sins.,Skyfall,6.9,7604,Skyfall,"['Daniel Craig', 'Judi Dench', 'Javier Bardem', 'Ralph Fiennes', 'Naomie Harris', 'Bérénice Marlohe', 'Albert Finney', 'Ben Whishaw', 'Rory Kinnear', 'Ola Rapace', 'Helen McCrory', 'Nicholas Woodeson', 'Bill Buckhurst', 'Elize du Toit', 'Ian Bonar', 'Tonia Sotiropoulou', 'Wolf Blitzer', 'Jens Hultén', ""Anthony O'Donnell"", 'Jo Cameron Brown', 'Peter Basham', 'Ben Loyd-Holmes', 'Orion Lee', 'Yennis Cheung']"
200000000,"['Action', 'Adventure', 'Fantasy']",558,en,Spider-Man 2,35.149586,2004-06-25,783766341,127.0,Released,There's a hero in all of us.,Spider-Man 2,6.7,4321,Spider-Man 2,"['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Alfred Molina', 'Rosemary Harris', 'Donna Murphy', 'J.K. Simmons', 'Daniel Gillies', 'Dylan Baker', 'Willem Dafoe', 'Mageina Tovah', 'Bruce Campbell', 'Stan Lee', 'Scott Spiegel', 'Joel McHale', 'Hal Sparks', 'Donnell Rawlings', 'Emily Deschanel', 'Elizabeth Banks', 'Daniel Dae Kim', 'Aasif Mandvi', 'Joey Diaz', 'Vanessa Ferlito', 'Joy Bryant', 'John Landis', 'Phil LaMarr', 'Gregg Edelman', 'Ted Raimi', 'Cliff Robertson', 'Elya Baskin', 'Bill Nunn', 'Brent Briscoe', 'Christine Estabrook', 'John Paxton', 'Joanne Baron', 'Peter McRobbie', 'Louis Lombardi', 'Marc John Jefferies', 'Reed Diamond', 'Brendan Patrick Connor', 'Dan Callahan', 'Susie Park', 'Brianna Brown', 'Tom Carey', 'Dan Hicks', 'Timothy Patrick Quill', 'Tony Campisi', 'Molly Cheek', 'Kelly Connell', 'Roshon Fegan', 'Taylor Gilbert', 'Timothy Jerome', 'Elyse Dinh', 'Bill E. Rogers', 'Anne Betancourt', 'Tricia Peters', 'Tim Storms', 'Bill Calvert', 'Peter Allas', 'Chloe Dykstra', 'Julia Max', 'Calvin Dean', 'Frank Bonsangue', 'Andre M. Johnson', 'Peter Cincotti', 'Peyton List', 'Spencer List', 'Troy Metcalf', 'Scott Ross', 'Bonnie Somerville', 'Wesley Volcy', 'Lou Volpe', 'David Boston', 'Garrett Warren', 'Michael Arthur', 'Cindy Cheung']"
